episode, reward, success, duration, steps, total_steps, memory length, avg_critic_loss, avg_actor_loss
1501, 41.91370224172715, 1, 0.968406841995602, 30, 308331,                                             334360, 37.9215202331543, 165.8051300048828
1502, 3.784296005636861, 1, 5.515202552000119, 290, 308621,                                             334650, 39.452144622802734, 164.42611694335938
1503, 7.883920666616177, 1, 4.515223016001983, 218, 308839,                                             334868, 37.741493225097656, 164.65927124023438
1504, -172.4576039983731, 2, 3.4609107940050308, 189, 309028,                                             335057, 38.67741012573242, 164.21295166015625
1505, -173.60028466954827, 2, 2.767518239998026, 139, 309167,                                             335196, 39.511024475097656, 164.55618286132812
1506, -526.4439754255436, 2, 8.91701079300401, 457, 309624,                                             335653, 38.18752670288086, 164.62823486328125
1507, -170.99964282289147, 2, 4.515163374002441, 229, 309853,                                             335882, 38.67458724975586, 164.16244506835938
1508, -145.4755518734455, 2, 5.522018671996193, 285, 310138,                                             336167, 38.8121337890625, 164.46742248535156
1509, -18.277190640801564, 4, 10.319449239999813, 533, 310671,                                             336700, 38.0228385925293, 164.8955841064453
1510, -472.6357635764289, 3, 5.7158120660024, 292, 310963,                                             336992, 37.91214370727539, 165.20616149902344
